text,predicted_class,confidence,user_category,ablation_mode,explanation,lime_coverage,ontology_hit_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index
Lower extremity arterial disease in elderly subjects with systolic hypertension.…,Cardiovascular diseases,0.9408,BEGINNER,normal,"The model classified this abstract as ""Cardiovascular diseases"" because it identified two key biomarkers: ""hypo-tension"" and ""athero-sclerosis."" Hypo-tension, or low blood pressure, is a risk factor for heart disease. Atherosclerosis, or hardening of the arteries, can lead to heart attacks and strokes. The ""ankle-to-arm index"" (AAI) is non-invasively used to assess blood flow in the legs, and a low AAI (≤0. 90) is associated with atherosclerotic disease. These biomarkers, along with ""systolic hypertension"" (≥ 180/110 mm Hg), are hallmarks of cardiovascular disease.",1.0,1.0,37.510277777777816,11.381172839506174,12.457975602129121
Role of surgery in antibiotic-induced pseudomembranous enterocolitis. With the i…,Digestive system diseases,0.7851,BEGINNER,normal,"The model classified this abstract as a ""Digestive System Diseases"" due to the key word 'colitis' in the text. 'Colitis' is a disease of the gastrointestinal (GI) tract, specifically inflammation of the colon. It's medically relevant because it's one of the diseases in the 'diseases' category, and 'gastrointestinal' (GI), 'colonic', and 'perforation' (from 'peritonitis') are subcategories of 'digestive'. 'Peritonitis' and 'liver', 'pancreas', 'gallbladder' (all part of 'GI') are also mentioned. 'Laparotomy' (surgery) and 'prophylactic' (preventive) 'broad-spectrum' (wide-spectrum) 'antibiotics' (antibacterial) 'therapy' (",1.0,1.0,16.107500000000016,14.9875,16.647925096878797
Patient age and results of balloon aortic valvuloplasty: the Mansfield Scientifi…,Cardiovascular diseases,0.87,BEGINNER,normal,"The model classified the abstract as ""Cardiovascular diseases"" because the key token ""cardiovascular disease"" (which is a symptom of heart failure) and the phrase ""congestive heart failure"" (another symptom) are prominently featured. Heart failure, as a symptom, is a well-known cardiovascular disease. ""Congestive heart disease"" also fits, as it's a type of heart disease. These symptoms, and the mention of ""heart"" and ""vessels"" in the abstract, make heart-related conditions, such as ""heart disease"" or ""coronary artery disease,"" the most likely prediction.",1.0,1.0,35.88125000000002,13.285277777777779,13.81666964889586
How ancient is temporal arteritis? Realism is one of the characteristics of Amar…,Cardiovascular diseases,0.9191,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
The role of elective lymph node dissection in the management of patients with th…,Neoplasms,0.8583,BEGINNER,normal,"When the model looked at the abstract, it focused on the word ""malignant"" and ""cancer"" because these are key terms that indicate a neoplasm. ""Malignant melanoma"" is a type of skin cancer, and ""neoplasm"" is an abnormal growth of tissue. The word ""elective"" was also important, as it suggests that the treatment was not necessary, but the patient still had it. ""Lymph node"" is part of the body's immune system, and the ""dissection"" (removal) of lymph nodes is a common treatment for cancer. The ""excision"" (cutting out) of ""cutaneous"" (skin-related) ""melano"" (black) ""coma"" (tumor) is a form of ""wide"" (larger) ""removal"" (""excision""). ""Survival"" (",1.0,1.0,50.40172815533984,11.346912621359227,13.968273953766033
Systemic chemotherapy for urothelial cancer in patients with ureteric obstructio…,Neoplasms,0.6457,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Central nervous system vasculitis after chickenpox--cause or coincidence? A 7.5 …,Cardiovascular diseases,0.4682,BEGINNER,normal,"The model's classification of ""Cardiovascular diseases"" is driven by the key word ""vasulitis"" in the abstract excerpt. Vasculitis is a disease of the blood vessels (arteries, veins, and capillaries), and it can lead to inflammation, scarring, or blockage of blood flow. In this case, the patient had ""focal"" (localized) ""vasculo"" (blood vessel) ""itis"" (inflammation) in the brain's ""middle"" (""m"" + ""c"" = ""middle"") ""cerebral"" (""c"" + 2 ""r"" = 4 = ""4"") ""artery"" (""a"" +1 = 2 = ""2"") ""territory"" (""t"" +2 = 3 = ""3"") ""left"" (""l"" +3 = 6 = ""6",1.0,1.0,42.90630081300813,14.065121951219513,15.470042427545799
Intraepithelial anchoring fibril components. Cultured human keratinocytes and cu…,Neoplasms,0.8585,BEGINNER,normal,"The model classified this abstract as ""neoplasm"" because the key term ""cancer"" (represented by ""carcinoma"" in the LIME analysis) is mentioned. Cancer, or neoplasia, is an abnormal growth of tissue. In this case, the ""ME- 1 8 0"" cells (cervical carcinoma cells) are said to have ""retained"" (meaning ""kept"" or ""held on to"") their ""int"" (likely ""intracellular"") ""pool"" of ""antigen"" (a type of protein) that ""reacted"" with ""antibody(s)"" (AF1 and/or AF2). This ""retention"" and ""in"" (inside) ""cellular"" ""epitope"" (specific part) of ""calcium-sensitive"" ""form(s)"" of ""recessive"" """,1.0,1.0,39.953308823529454,12.965735294117646,15.579741850924794
The effects of nonthyroid disease and drugs on thyroid function tests. Serious n…,General pathological conditions,0.6815,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Prostatic duct adenocarcinoma. Findings at radical prostatectomy. Previous studi…,Neoplasms,0.8511,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Review of clinical experience with digoxin immune Fab (ovine). Following the dev…,General pathological conditions,0.4776,BEGINNER,normal,"The model classified the abstract as ""General pathological conditions"" because it identified ""heart,"" ""heart failure,"" and ""cardiac disease"" in the text. ""Heart"" and ""heart disease"" are key terms, as they pertain to the heart, one of the body's main organs. ""Cardiac disease,"" in particular, is a broad term for any disease that affects the heart. The use of ""digoxin"" (an antiarrhythmic drug) and ""digitalis toxicity"" (overdose) in the context of ""patients"" and their ""responses"" to ""conventional therapeutic measures"" (like ""congestive heart failure"" or ""cor pulmonale"") all point to heart-related issues. ""Fibrosis"" (scarring of the heart tissue), ""cell death"" (cardiomyocyte death), and ""inflammation"" (heart",1.0,1.0,42.18813592233013,12.492543689320389,14.554592549557764
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,BEGINNER,normal,"The model classified the abstract as ""Cardiovascular diseases"" because the key token ""TACHYPNEA"" (rapid, deep breathing) is a symptom that can be a sign of heart-related issues. In this case, the abstract mentions ""distension"" (distention) of the left atria, which can lead to tachycardia (increased heart rate) and, in turn, tachy- (rapid) -pnea (breathing). This rapid, labored breathing is a well-known symptom of heart disease, such as congestive heart failure. Thus, the model, based on this symptom, inferred that the abstract is about cardiovascular diseases.",1.0,1.0,46.92036764705884,11.993970588235296,12.602617957971052
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,BEGINNER,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,BEGINNER,normal,"The model classified this abstract as ""digestive system disease"" because the key words ""hepatic"" and ""diseases"" in the text are most relevant. ""Hepatic"" is a term for liver-related conditions, and ""hepa"" (from the virus's name) suggests a liver-related disease. ""Disease"" is the most general term, encompassing any ailment. ""Liver"" is also a key word, as it's the organ being discussed. The ""hepb"" (hep- + -b) part of the virus name, ""B"" (for ""B-type""), and ""virus"" in ""infection"" all point to liver-related issues. ""Anti-pre-S,"" ""pre-S1,"" and ""anti-pre-S2"" antibodies, as well as ""serum,"" ""patients,"" ""acute,"" ""self-limited,""",1.0,1.0,48.28314516129035,10.375430107526885,12.457975602129121
Surgical prophylaxis of malignant melanoma. A review of a 14-year experience wit…,Neoplasms,0.8733,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in…",Neoplasms,0.7611,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Cavernous hemangioma of the spinal cord: report of 2 unusual cases. We present 2…,Neoplasms,0.7727,BEGINNER,normal,"The model classified the abstract as a neoplasm because of the mention of ""cavernous haemangioma, "" which is a type of tumor. Hemangiomas are abnormal, non-cancerous (benign) or cancerous (malignant) growths in the body. ""Spinal cord, "" on the other hand, is a part of the body's nervous system. The use of ""MRI"" (Magnetic Resonance Imaging), a non-invasive diagnostic tool, further supports a neoplastic classification, as it aids in visualizing the tumor.",1.0,1.0,38.001071428571464,12.306428571428572,14.90622815163357
Histochemical demonstration of 5'-nucleotidase activity in inflammatory muscle d…,General pathological conditions,0.6255,BEGINNER,normal,"Imagine you have a big box of toys, and you want to know what kind of toys are in it. You look at the toys one by one, but you can't see inside the box. So, you ask your friend, ""What's in the box? "" They tell you, ""It's full of toys! "" That's kind of like what the model did. It saw 50 toys (or in this case, a 10,000-word abstract) and said, ""This is about 5-NT (5-nucleotidine). "" But 5-NTP (5-3',5'-2',3'-5'-4'-5'') and 5-HTP (5-hydroxy-3,4,5,6,7,8,9,10-octahydro-1,2,3,",0.0,1.0,95.93012048192772,2.8246471600688494,6.868970318607317
Refeeding of infants with acute diarrheal disease. The purpose of this study was…,Digestive system diseases,0.7134,BEGINNER,normal,"Infants with diarrhea are at risk of dehydration and malnutrition, so it's crucial to rehydrate and nourish them. In this study, 50 under-12-month-old boys with severe, watery diarrhea and 5-10% of their body weight lost due to the disease were given 100% cow's milk, 2/3 dilution, or 3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32% milk. The 2009-2010 WHO/UN",1.0,1.0,55.83397435897439,9.777692307692309,12.457975602129121
HBV-DNA detection by gene amplification in acute hepatitis B. Serum samples from…,Digestive system diseases,0.7323,BEGINNER,normal,"Hepatitis B is a disease of the liver, and it's one of the main causes of liver disease. In this case, the abstract mentions ""infectious agent"" and ""gastrointestinal system disease, "" both of which are relevant. The ""infection"" part, ""in"" + ""fection"" = ""infected, "" and the ""disease"" of the ""liver, "" ""hep"" + ""-itis"" = ""-itis, "" are key. ""Gastrointestinal"" + ""-"" + ""system"" = ""-"" + ""-system"" + "", "" + ""-"", "" -"" + ""+"", "" +"", "" "" + "" -"", "" = "" - - - , "" "" - "" = -"" - - = - - "" - = ""- - -"" = - = "" = ""- = ""-"" - = ""-"" = ""- "" =",1.0,1.0,52.90420454545455,9.296136363636364,10.686352973137792
Left ventricular diastolic function in patients with left ventricular systolic d…,Cardiovascular diseases,0.9485,BEGINNER,normal,"The model classified the abstract as ""Cardiovascular diseases"" because it identified two key words: ""myocardi"" and ""infarction."" ""Myocardial"" refers to the heart muscle, and ""myo-"" is a root word for muscle. ""Infarction,"" on the other hand, is the death of heart muscle tissue due to a lack of blood flow. Both of these terms are directly related to heart disease. ""Coronary"" artery ""disease"" (CAD) and ""left"" ventricular ""systolic"" ""dysfunction"" (LVSD) are also mentioned. ""CAD"" can lead to ""LVSD,"" and ""LV SD"" is a well-known term in cardiology. The use of ""intravenous"" (IV) ""nitro"" (nitroglycerin) ""and"" ""nic"" (nicardip",1.0,1.0,51.47927835051547,9.521502209131075,12.28987398476788
Oxygen uptake and heart rate responses during hypoxic exercise in children and a…,General pathological conditions,0.5042,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Cellular immune response to hepatitis B virus-encoded antigens in acute and chro…,Digestive system diseases,0.7009,BEGINNER,normal,"The model classified this abstract as ""Digestive System Diseases"" because of the mention of the liver, hepatitis e, and hepatitis b. ""Liver"" is a key term, as it's a part of the body's digestive system. ""Hepatitis e"" (Hep-E) and ""hepa-1"" (HEV-1) are disease-related terms. ""HEV"" (hepa-virus) is a virus, and ""e"" (e-1, e-2, etc.) is a sub-type. ""e-2"" (E2-2) is the 2019-2020 H1N1 virus. ""21"" and ""20"" (2000-01, 1999-00) are years. ""19"" (1980-8",1.0,1.0,68.77054794520548,6.2579647749510805,9.606745405546679
"CV 205-502--effectiveness, tolerability, and safety over 24-month study. Twenty …",General pathological conditions,0.5862,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
The usefulness of simultaneous determinations of glucosaminylation and fucosylat…,Neoplasms,0.7992,BEGINNER,normal,"When the model looked at the abstract, it saw the word ""cancer"" in the phrase ""carcinoma"" — that's a big red flag! Cancer is a type of neoplasm, and it's the kind of disease we're looking for here. So, the model thought, ""Oh, this is about cancer! "" That's why it classified this as ""Neoplasm.""",1.0,1.0,76.86172169811324,5.830330188679245,8.841846274778883
Unusual aspects of aortovenous fistulas associated with ruptured abdominal aorti…,Cardiovascular diseases,0.718,BEGINNER,normal,"The model classified the abstract as ""Cardiovascular diseases"" because it identified ""veins"" in the text. ""Veins"" are blood vessels that carry deoxygenated blood from the body back to the heart. In this case, the text mentions ""adherent posterior vein"" and ""infe"" (likely ""infected"" or ""inflammatory""). ""Infection"" (inflammation) of the aorta can lead to a ""fistula"" (abnormal connection) with a vein. ""Fistulas"" are abnormal connections between blood vessels. ""Ruptured"" (rupture) and ""aneurysm"" (dilation) are also key terms. ""Aneurysms"" are balloon-like bulges in the wall of an artery. ""Abdominal aortic"" (aorta) is a part of the body's circ",1.0,1.0,45.723749999999995,9.862916666666667,13.023866798666859
Treatment of cervical spondylotic myelopathy by enlargement of the spinal canal …,Nervous system diseases,0.6074,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Stroke rehabilitation: Australian patient profile and functional outcome. A pros…,Nervous system diseases,0.5932,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Systemic hypertension in sleep apnea syndrome. Relationship with sleep architect…,Cardiovascular diseases,0.5745,BEGINNER,normal,"When the model looked at the abstract, it focused on key words like ""hypo-tension"" and ""ap-nea"" (which is a symptom, not a disease, but it's related). It also saw ""sy-drome"" (another symptom). All of these terms are part of the ""cardio-vas-cular-dise-ases"" (CVD) category. Hypertension (h-y-p-o-t-e-r-s-t-i-c), apnea (a-p-ne-a), and syndrome (s-y-n-d-r-o-m-e) are all CVD-related. The ""pol-sy-m-n-o-s-pa-g-r-a-m"" (p-o-l-s-y-m-n-ò-s-p-a-g-r-ò-m-a) (sleep) and ""res-p-i-r-t-a-t-i-v-e-e"" (r-e-s-p-i",1.0,1.0,42.375,10.330000000000002,12.68835289967788
Circadian variations in myocardial ischemia. Implications for management. Extend…,Cardiovascular diseases,0.8209,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Characterization of auscultatory gaps with wideband external pulse recording. Th…,Cardiovascular diseases,0.7493,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Infantile form of carnitine palmitoyltransferase II deficiency with hepatomuscul…,Digestive system diseases,0.5239,BEGINNER,normal,"In the abstract, the key word that most influenced the model’s prediction is ""heart."" This is because the text mentions ""heart beat disorders"" in the 3-month-old boy's case. The heart, as an organ, is part of the circulatory system, and ""beat disorders"" can be a symptom of many heart-related conditions, such as arrhythmias or heart murmurs. These heart-related symptoms, along with ""sudden death"" and ""skeletal muscle"" (which, in this case, refers to the heart), make the ""digestive system"" (specifically, the heart) the most relevant class for this abstract.",1.0,1.0,54.72090909090909,11.092272727272732,13.427899808715576
Amyotrophic lateral sclerosis: fasting plasma levels of cysteine and inorganic s…,Nervous system diseases,0.729,BEGINNER,normal,"The model classified Amyotrophic Lateral Sclerosis (ALS), a disease of the nervous system. LIME, a tool used to understand why a model made its prediction, identified ""brain,"" ""cysteine,"" and ""sulfate"" as influential. 

""Brain"" is a part of the body, and ""brain contents"" being ""normal"" (as in, not abnormal) is a key finding. 

""Sulfate, "" a type of salt, ""is normal"" in the ""brain."" 

""Chloride"" (another ion) is also ""normal."" 

""The brain"" and ""chloride"" are part of ""cerebrospinal fluid"" (CSF). 

""CSF"" ""contains"" ""sodium"" ""and"" ""potassium."" 

""Sodium"" is ""normal, "" ""as"" ""are"" """,1.0,1.0,59.156363636363665,7.7409090909090885,10.411451182825502
Resection of the primary liver cancer of the hepatic hilus. Primary liver cancer…,Neoplasms,0.7682,BEGINNER,normal,"The model classified this abstract as ""Neoplastic"" due to the key word ""Cancer"" in the text. Cancer is a type of neoplasia, an abnormal growth of tissue. In this case, the ""placental-type"" (central type) and ""peripheral-type"" of ""primary liver cancer"" (""PLC"") of the ""hilus"" (portal vein or hepatic vein) is a neoplasm. The term ""neoplasm"" is used to describe any abnormal, uncontrolled, and self-replicating growth of cells. It can be benign (non-cancerous), like a wart, or cancerous (malignant), like cancer.",1.0,1.0,51.005000000000024,10.120000000000001,13.348371206891418
Pulmonary resection combined with cardiac operations. Surgical management of pat…,Cardiovascular diseases,0.4145,BEGINNER,normal,"The model classified the abstract as ""Cardiovascular diseases"" because the key token ""cancer"" (represented by ""carcinoma"" in the LIME attribution) is a type of disease. In this context, ""cancers"" (carcinomas) of the lung, heart, or blood vessels (cardiac, cardiovascular) fall under ""cardiovascular"" diseases. The ""lung resection"" (pulmonary) and ""cardiac operations"" (surgical) are directly related to the ""heart"" and ""blood vessels"" (vascular). The ""concomitant"" (concurrent) ""critical"" (critical) ""disease"" (disease) and the ""resectable"" (resectable) ""lung"" (lung) ""lesions"" (lesions) are all part of the ""diseases"" (pathological) """,1.0,1.0,14.535195783132565,16.38683734939759,17.410965686947208
Neuro-ophthalmic manifestations of human immunodeficiency virus infection. Both …,Neoplasms,0.5218,BEGINNER,normal,"In the abstract, the term ""neoplasm"" is the key word that led the model to classify this as ""neoplastic"" (abnormal growths). ""Brain"" is also mentioned, but it's the ""brain,"" not the ""ocular"" or ""visual"" brain. The ""brain's"" role in HIV/AIDS and the eye's ""brain-like"" functions, such as the ""afferent"" and ""efferent"" pathways, make it relevant. ""Brain-like"" processes, like the ""neural"" connections and ""cortical"" areas, are part of the ""central"" ""nervous"" ""system"" that's ""affected"" by HIV/AIDS. These ""brain-related"" terms, ""brain, "" ""central, "" and ""nerve, "" are all ""anatomical"" ""structures"" in the ""material"" """,1.0,1.0,53.78822471910115,10.178966292134831,13.662883650711645
Postlaminectomy ossified extradural pseudocyst. Case report. A large ossified sp…,General pathological conditions,0.6085,BEGINNER,normal,"In this case, the key word that most influenced the model’s prediction is ""meningocele."" This is a type of spina bifida, a congenital malformation of the neural tube. Meningoceles are sacs of cerebrospinal fluid (CSF) that form on the meninges, the protective covering of the brain and spinal cord. In this patient's case, there was a ""meningocele"" (a ""spurious"" or ""sparsely"" covered, ""mature"" bone-tissue-filled ""ossified"" cyst) that was ""accompanied"" by ""recurrent"" ""lumbar"" ""disc"" ""herniation"" (an ""extradural"" ""pseudocyst"" that ""occurred"" 7 ""years"" ""after"" a ""postlaminectom"" ""operation""",1.0,1.0,44.92977941176471,12.271617647058829,15.247664890283005
Gallstone pancreatitis. Choosing and timing treatment. Patients with gallstone p…,Digestive system diseases,0.8022,BEGINNER,normal,"The model's decision to classify the abstract as a ""digestive system disease"" was driven by the key word ""pancratitis"" in the text. ""Pancratitis"" is part of the ""disease"" concept, and ""diseases"" fall under the ""anatomical entity"" category. ""Endocrine system"" is a subcategory of ""anatomy,"" so ""endocrine"" disease fits. ""Pancreatitis,"" ""gallbladder,"" and ""liver"" are all part of ""gastrointestinal"" (GI) and ""abdominal"" (A) systems. ""Digestive"" (D), ""GI"" (G), ""A"" (Ab), ""D"" (Dis), ""G"" (Gen), ""E"" (End), ""S"" (Sys), ""O"" (Org), ""H"" (Hist),",1.0,1.0,41.48750000000001,11.447500000000002,14.265292616868656
Angiotensin converting enzyme inhibitors and quality of life. The term quality o…,Cardiovascular diseases,0.9435,BEGINNER,normal,"The model classified this abstract as ""Cardiovascular diseases"" because the key words ""hypo-tension"" and ""angiot-sen-sin-in"" (which are part of ""hyp-tens-ion"") and ""de-pres-sion"" (part of ""de-sen-tion"") are very relevant. ""Hypertension,"" ""hyp-ten-sion,"" ""de-pression,"" and ""hyp-o-tens-i-on"" (or ""de-pr-es-si-on"") are all directly related to ""cardi-o-va-scul-a-r-i-c d-i-s-e-a-s-e-s."" ""Hypo-tensi-on"" is a symptom, ""de-pre-s-s-ion"" (depression) is a disease, and ""a-n-gi-o-t-s-en-s-i-n-e"" (angiot-ens-in) is part of the",1.0,1.0,10.718563218390813,16.56724137931035,18.243605946275583
Swan-Ganz catheter-induced massive hemoptysis and pulmonary artery false aneurys…,Cardiovascular diseases,0.7713,BEGINNER,normal,"When the model looked at the abstract, it saw that the patient had a ""swan-neck catheter"" (a type of catheter used in the heart) and ""hemorrhage"" (bleeding) in their lungs. These are both symptoms of a heart-related problem. ""Pulmonary"" (related to the lungs) ""artery"" (part of the circulatory system) ""false"" (not real) ""aneurysm"" (dilation of a blood vessel) are all part of the ""cardiac"" (heart) ""disease"" (illness) ""syndrome"" (group of symptoms) ""of"" ""the"" ""heart"" (器官) ""and"" ""blood"" ""vessels"" (血管) ""including"" ""coronary"" (冠状动脉, 心脏的主要血管之一) ""artery",0.5,1.0,49.50071428571431,13.310952380952383,15.021129683784007
