text,predicted_class,confidence,user_category,ablation_mode,explanation,lime_coverage,ontology_hit_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,BEGINNER,normal,"assistant
The model predicted that the patient has cardiovascular diseases because it identified the heart as a key feature. The heart is a vital organ in the cardiovascular system, responsible for pumping blood throughout the body. When the model focuses on the heart, it likely inferred that there might be issues with the heart's function or structure, which could indicate cardiovascular diseases such as heart disease, arrhythmias, or heart failure.",1.0,1.0,33.28880952380953,14.412857142857145,14.554592549557764
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,BEGINNER,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified ""liver"" and ""disease"" as influential features. The liver is a vital organ in the digestive system that plays a crucial role in filtering blood, producing bile, and metabolizing nutrients. When the liver is affected by a disease, it can lead to various digestive system issues, such as jaundice, liver cirrhosis, or gallstones. Therefore, the model likely inferred that the presence of the liver and a disease in the patient's medical history indicates a potential digestive system issue.",1.0,1.0,32.681304347826114,14.414782608695656,15.579741850924794
Surgical prophylaxis of malignant melanoma. A review of a 14-year experience wit…,Neoplasms,0.8733,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in…",Neoplasms,0.7611,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Cavernous hemangioma of the spinal cord: report of 2 unusual cases. We present 2…,Neoplasms,0.7727,BEGINNER,normal,"assistant
The model predicted that the patient has a neoplasm, which is a type of abnormal growth or tumor. The key features identified as influential are ""hemangioma"" and ""spinal cord."" Hemangiomas are benign tumors that grow from blood vessels, and they can occur in various parts of the body, including the brain and spinal cord. The spinal cord is a critical part of the central nervous system that controls movement, sensation, and other vital functions. Since both hemangiomas and spinal cords are abnormal growths or tumors, the model likely inferred that the presence of these conditions in the patient's anatomy could lead to a diagnosis of ""neoplasm.""",1.0,1.0,45.95885981308413,12.165345794392525,13.968273953766033
Histochemical demonstration of 5'-nucleotidase activity in inflammatory muscle d…,General pathological conditions,0.6255,BEGINNER,normal,"assistant
The model predicted that the patient has a general pathological condition because the key features identified are muscular dystrophies, which are diseases that affect the muscles. These conditions are part of the broader category of diseases, which means they fall under the general category of pathological conditions. Therefore, the model likely inferred from the presence of these specific diseases that the overall condition of the patient is pathological, even if it involves more than one type of disease.",1.0,1.0,22.68641350210973,16.636962025316453,18.243605946275583
Refeeding of infants with acute diarrheal disease. The purpose of this study was…,Digestive system diseases,0.7134,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because the patient experienced symptoms like diarrhea and vomiting, which are common in digestive system conditions. Diarrhea involves loose, watery stools, often due to inflammation or infection in the intestines. Vomiting, on the other hand, is the forceful expulsion of stomach contents through the mouth, typically caused by irritation or inflammation in the stomach or esophagus. Both of these symptoms are directly related to issues within the digestive system, such as infections, ulcers, or inflammatory bowel diseases. Additionally, the presence of carbohydrates in the patient's diet might have contributed to these symptoms, as carbohydrates can sometimes trigger digestive issues.",1.0,1.0,21.199297297297335,15.81754954954955,17.122413403193683
HBV-DNA detection by gene amplification in acute hepatitis B. Serum samples from…,Digestive system diseases,0.7323,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified two key features: hepatitis B and hepatitis. Hepatitis B is a disease that affects the liver, which is a part of the digestive system. Similarly, hepatitis is a type of liver disease. Both of these conditions fall under the broader category of digestive system diseases. Therefore, the model inferred that the disease is related to the gastrointestinal system.",1.0,1.0,35.563945205479484,11.925917808219179,13.348371206891418
Left ventricular diastolic function in patients with left ventricular systolic d…,Cardiovascular diseases,0.9485,BEGINNER,normal,"assistant
The model predicted that the patient has a cardiovascular disease because it identified two key tokens: ""cardiomyopathy"" and ""coronary artery disease."" These terms are part of the broader category of cardiovascular diseases, which include conditions affecting the heart and blood vessels. ""Cardiomyopathies"" refer to diseases of the heart muscle, while ""atherosclerosis"" is a type of cardiovascular disease characterized by the buildup of plaque in the arteries. Both of these conditions fall under the broader umbrella of cardiovascular illnesses, making ""cardiovascular disease"" the most likely diagnosis for this patient.",1.0,1.0,13.150126404494387,16.952668539325845,17.122413403193683
Oxygen uptake and heart rate responses during hypoxic exercise in children and a…,General pathological conditions,0.5042,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Cellular immune response to hepatitis B virus-encoded antigens in acute and chro…,Digestive system diseases,0.7009,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified the presence of the liver and two types of hepatitis (hepatitis B and hepatitis E) in the patient's medical records. The liver is an organ in the digestive system, and both hepatitis B and E are infectious diseases that can affect the liver. Therefore, the model likely inferred that the liver is involved in these diseases, leading to the prediction of digestive system diseases.",1.0,1.0,32.324388185654044,15.2926582278481,16.32212239822248
"CV 205-502--effectiveness, tolerability, and safety over 24-month study. Twenty …",General pathological conditions,0.5862,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
The usefulness of simultaneous determinations of glucosaminylation and fucosylat…,Neoplasms,0.7992,BEGINNER,normal,"assistant
The model predicted that the patient has neoplastic conditions because it identified the presence of carcinoma, which is a type of neoplasm. Carcinoma is a cancer that originates in the epithelial cells of the skin, glands, or internal organs. In this case, the model detected carcinoma in the patient, indicating that there is an abnormal growth of cells in the body, which falls under the broader category of neoplasia.",1.0,1.0,33.28880952380953,14.412857142857145,16.728156217252725
Unusual aspects of aortovenous fistulas associated with ruptured abdominal aorti…,Cardiovascular diseases,0.718,BEGINNER,normal,"assistant
The model predicted that the patient has a cardiovascular disease because it identified a 'vein' as an influential feature. Veins are blood vessels that carry blood from the body back to the heart. In the context of cardiovascular diseases, veins play a crucial role in the circulatory system, which is essential for delivering oxygen and nutrients to the body's tissues and removing waste products. Therefore, the presence of a vein in the patient's condition suggests a cardiovascular issue.",1.0,1.0,34.72292721518991,13.322626582278485,14.191785591663535
Treatment of cervical spondylotic myelopathy by enlargement of the spinal canal …,Nervous system diseases,0.6074,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Stroke rehabilitation: Australian patient profile and functional outcome. A pros…,Nervous system diseases,0.5932,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Systemic hypertension in sleep apnea syndrome. Relationship with sleep architect…,Cardiovascular diseases,0.5745,BEGINNER,normal,"assistant
The model predicted cardiovascular diseases because it identified hypertension and apnea as key features. Hypertension is a condition where the blood pressure in the arteries is consistently high, which can strain the heart and blood vessels over time. Apnea, on the other hand, is a breathing disorder where a person temporarily stops breathing during sleep. Both of these conditions are related to the cardiovascular system and can contribute to the development of cardiovascular diseases.",1.0,1.0,24.243750000000006,14.535833333333336,16.218646115125612
Circadian variations in myocardial ischemia. Implications for management. Extend…,Cardiovascular diseases,0.8209,BEGINNER,normal,"assistant
The model predicted cardiovascular diseases because it identified ischemia as a key feature. Ischemia refers to a lack of blood flow to tissues, which can lead to damage or death of those tissues. In the context of cardiovascular diseases, ischemia often occurs in the heart, leading to conditions like heart attacks. Therefore, the model likely considered ischemia to be a significant risk factor for cardiovascular diseases based on this information.",1.0,1.0,25.576496478873253,14.101514084507045,14.90622815163357
Characterization of auscultatory gaps with wideband external pulse recording. Th…,Cardiovascular diseases,0.7493,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Infantile form of carnitine palmitoyltransferase II deficiency with hepatomuscul…,Digestive system diseases,0.5239,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified the heart as a key feature. In the biomedical ontology, the heart is a part of the circulatory system, which is closely related to the digestive system. When the model focuses on the heart, it likely inferred that there might be an issue with blood flow or heart function, which could potentially affect the digestive process. Therefore, the model flagged digestive system diseases as a possible diagnosis.",1.0,1.0,40.55676829268293,12.695243902439028,14.554592549557764
Amyotrophic lateral sclerosis: fasting plasma levels of cysteine and inorganic s…,Nervous system diseases,0.729,BEGINNER,normal,"assistant
The model predicted that the patient has a nervous system disease because it identified the brain as a key feature. The brain is a part of the nervous system, and diseases affecting the brain are classified as nervous system diseases. Therefore, the model likely inferred that the presence of the brain in the patient's condition suggests they have a disease related to the brain, such as a stroke, epilepsy, or Alzheimer's disease.",1.0,1.0,46.544885844748876,12.812328767123287,14.06817628641468
Resection of the primary liver cancer of the hepatic hilus. Primary liver cancer…,Neoplasms,0.7682,BEGINNER,normal,"assistant
The model predicted that the patient has neoplastic conditions because it identified the presence of cancer, which is a type of neoplasm. Cancer is a disease characterized by the uncontrolled growth and division of cells, leading to the formation of tumors. In this case, the model detected cancer as an influential feature, indicating a high likelihood of the patient having a neoplasia, which includes both benign and malignant tumors.",1.0,1.0,33.28880952380953,14.412857142857145,16.32212239822248
Pulmonary resection combined with cardiac operations. Surgical management of pat…,Cardiovascular diseases,0.4145,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Neuro-ophthalmic manifestations of human immunodeficiency virus infection. Both …,Neoplasms,0.5218,BEGINNER,normal,"assistant
The model predicted that the patient has neoplastic tissue, which means abnormal growth of cells. The key feature identified is ""brain,"" which is part of the patient's anatomy. In the biomedical context, ""brain"" refers to the central nervous system, including the cerebrum, cerebellum, and brainstem. Since the model focused on the brain, it likely inferred that there might be abnormal cell growth in this area, leading to the prediction of ""Neoplasm.""",1.0,1.0,47.565,11.096666666666668,13.427899808715576
Postlaminectomy ossified extradural pseudocyst. Case report. A large ossified sp…,General pathological conditions,0.6085,BEGINNER,normal,"assistant
The model predicted that the patient has a general pathological condition. The influential token ""meningocele"" is a type of physical disorder that affects the neural tube, which is part of the central nervous system. Meningocele is a congenital defect where the meninges, the protective covering of the brain and spinal cord, protrude through a defect in the skull or spine. This condition falls under the broader category of neural tube defects, which are a group of disorders that can affect the developing nervous system before birth. Therefore, the model likely inferred that the presence of a meningocele indicates a general pathologic condition related to the nervous system development.",1.0,1.0,38.79240366972476,13.264293577981658,14.836745963215662
Gallstone pancreatitis. Choosing and timing treatment. Patients with gallstone p…,Digestive system diseases,0.8022,BEGINNER,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
Angiotensin converting enzyme inhibitors and quality of life. The term quality o…,Cardiovascular diseases,0.9435,BEGINNER,normal,"assistant
The model predicted cardiovascular diseases because it identified hypertension as a key feature. Hypertension is a disease that affects the cardiovascular system, which includes the heart, blood vessels, and blood. When hypertension is present, it can lead to various cardiovascular diseases, such as heart disease, stroke, and heart failure. Therefore, the model likely considered hypertension to be a significant risk factor for cardiovascular diseases and made this prediction based on that information.",1.0,1.0,20.270154109589072,14.965856164383563,15.579741850924794
Swan-Ganz catheter-induced massive hemoptysis and pulmonary artery false aneurys…,Cardiovascular diseases,0.7713,BEGINNER,normal,"assistant
The model predicted cardiovascular diseases because it identified several key features that are strongly associated with this condition. Pulmonary artery is a blood vessel that carries blood from the heart to the lungs. Hemoptysis is the medical term for blood in the sputum, which can be a symptom of various conditions, including cardiovascular diseases. Hypertension, or high blood pressure, is a significant risk factor for cardiovascular diseases, as it can damage blood vessels and increase the risk of heart attacks and strokes. These features, along with the model's analysis, led it to conclude that cardiovascular diseases were the most likely diagnosis.",1.0,1.0,27.7113529411765,14.46207843137255,15.6451
