text,predicted_class,confidence,user_category,ablation_mode,explanation,lime_coverage,ontology_hit_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index
Lower extremity arterial disease in elderly subjects with systolic hypertension.…,Cardiovascular diseases,0.9408,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the 'disease' token as influential. According to the ontology, 'diseases' encompass a broad range of conditions that affect the body, including cardiovascular diseases such as heart attacks, strokes, and high blood pressure. The model likely analyzed the patient's symptoms, medical history, and other factors to conclude that a cardiovascular disease was the most probable diagnosis.",1.0,1.0,10.694166666666689,17.0675,17.5058628484301
Role of surgery in antibiotic-induced pseudomembranous enterocolitis. With the i…,Digestive system diseases,0.7851,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease due to the presence of two key tokens: ""colitis"" and ""peritonitis"". Colitis is an inflammation of the colon, which falls under the broader category of inflammatory bowel diseases. Peritonitis, on the other hand, is an infection of the peritoneum, which is the lining of the abdominal cavity. Both of these conditions are directly related to the digestive system, making them strong indicators for a diagnosis of digestive system diseases.",1.0,1.0,31.703472222222246,13.867993827160493,16.52667757954773
Patient age and results of balloon aortic valvuloplasty: the Mansfield Scientifi…,Cardiovascular diseases,0.87,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because heart failure, which is a symptom of cardiovascular diseases, was identified as an influential token. Heart failure is a condition where the heart is unable to pump enough blood to meet the body's needs, and it falls under the broader category of cardiovascular system symptoms. Therefore, the presence of heart failure in the model's analysis strongly suggests that the predicted class is indeed cardiovascular diseases.",1.0,1.0,19.150000000000034,16.550555555555558,16.32212239822248
How ancient is temporal arteritis? Realism is one of the characteristics of Amar…,Cardiovascular diseases,0.9191,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the 'eyebrow' as an influential feature. According to the ontology, the eyebrow is part of the hair on the face, which is a component of the scalp. The scalp, in turn, is a layer of skin that covers the skull and contains blood vessels, hair follicles, and sebaceous glands. These anatomical structures are closely related to the cardiovascular system, as they are involved in blood circulation and the distribution of nutrients and oxygen throughout the body. Therefore, the presence or absence of the eyebrow could be indicative of cardiovascular health or disease, leading to the model's prediction of cardiovascular diseases.",1.0,1.0,31.807082568807346,14.23860550458716,15.381575749822971
The role of elective lymph node dissection in the management of patients with th…,Neoplasms,0.8583,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Systemic chemotherapy for urothelial cancer in patients with ureteric obstructio…,Neoplasms,0.6457,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Central nervous system vasculitis after chickenpox--cause or coincidence? A 7.5 …,Cardiovascular diseases,0.4682,EXPERT,normal,"assistant
The model predicted cardiovascular diseases based on several key features. The influential tokens ""vasculitis,"" ""chickenpox,"" and ""artery"" each play crucial roles in this prediction. 

""Vasculitis"" is a disease of the vascular system, specifically inflammation of the blood vessels. This inflammation can lead to damage to the heart, blood vessels, and other parts of the cardiovascular system, making it a significant risk factor for cardiovascular diseases.

""Chickenpox"" is an infectious disease caused by the varicella-zoster virus. While not directly related to cardiovascular diseases, it highlights the importance of immune system involvement, which is a common theme in many cardiovascular conditions, such as atherosclerosis and hypertension.

""Artery"" refers to a blood vessel that carries oxygenated blood away from the heart to the rest of the body. Arterial inflammation or blockages can contribute to",1.0,1.0,22.810227272727275,14.17681818181818,15.414825405933506
Intraepithelial anchoring fibril components. Cultured human keratinocytes and cu…,Neoplasms,0.8585,EXPERT,normal,"assistant
The model identified carcinoma as an influential token, which is a type of neoplasm. Carcinoma is a cancer that originates in the epithelial cells of the skin or other organs, characterized by uncontrolled cell growth and the potential for metastasis. In the biomedical context, carcinoma falls under the broader category of neoplastic diseases, which are abnormal growths of cells that can spread to other parts of the body. Therefore, the model's prediction of carcinoma as influential indicates that it is a significant factor contributing to the classification of the patient's condition as a neoplasm.",1.0,1.0,19.76243421052635,16.40302631578948,17.971250198000288
The effects of nonthyroid disease and drugs on thyroid function tests. Serious n…,General pathological conditions,0.6815,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Prostatic duct adenocarcinoma. Findings at radical prostatectomy. Previous studi…,Neoplasms,0.8511,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Review of clinical experience with digoxin immune Fab (ovine). Following the dev…,General pathological conditions,0.4776,EXPERT,normal,"assistant
The model classified the patient as having a general pathological condition due to the presence of two key features: the heart and hypokalemic electrolyte imbalance. The heart is a vital organ located in the thoracic cavity, which is part of the circulatory system. The model identified the heart as an influential token, indicating its significance in the patient's condition.

Hypokalemia, or low potassium levels in the blood, is an acquired metabolic disorder that can affect various organs, including the heart. This condition disrupts the normal function of the heart muscle, potentially leading to arrhythmias or other cardiac issues. The presence of this electrolyte disturbance, as represented by the influential token ""hypokalemy,"" further supports the model's classification of the patient into the category of general pathological conditions.

Together, these features indicate a systemic issue affecting multiple organ systems, which aligns with the model",1.0,1.0,21.632867132867176,15.317002997002998,16.613394197324528
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease because the key feature identified as influential is the liver. The liver, which is part of the digestive system, plays a crucial role in various functions such as detoxification, metabolism, and bile production. When the liver is affected, it can lead to a variety of digestive system issues, such as liver cirrhosis, hepatitis, or gallstones. These conditions can cause symptoms like abdominal pain, jaundice, and changes in bowel habits. Therefore, the model attributes the patient's digestive symptoms to a liver-related issue, leading to the prediction of a digestive disease.",1.0,1.0,31.371603960396072,13.901861386138616,15.112257680678326
Surgical prophylaxis of malignant melanoma. A review of a 14-year experience wit…,Neoplasms,0.8733,EXPERT,normal,"assistant
The model classified the patient's condition as 'Neoplasm' due to the presence of melanoma, which is a type of neoplasm. Melanoma is a cancer characterized by uncontrolled cellular proliferation, and it falls under the broader category of neoplasia, which encompasses all types of abnormal cell growth. The model identified melanoma as an influential token, indicating its significance in determining the neoplastic nature of the condition.",1.0,1.0,10.177727272727282,17.30515151515152,18.946978176291534
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in…",Neoplasms,0.7611,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Cavernous hemangioma of the spinal cord: report of 2 unusual cases. We present 2…,Neoplasms,0.7727,EXPERT,normal,"assistant
The model classified the case as ""Neoplastic"" because the key features identified, ""hemangioma"" and ""spinal cord,"" are both part of the broader category of ""neoplastic diseases."" Hemangioma is a benign vascular tumor that can occur in various parts of the body, including the spinal cord. The spinal cord is a complex organ that plays a crucial role in the central nervous system, making it susceptible to neoplastic changes. Therefore, the combination of these features led the model to predict that the patient's condition falls under the ""neoplasm"" category, which encompasses both benign and malignant growths in the body.",1.0,1.0,33.87738636363639,14.682702020202022,15.903189008614273
Histochemical demonstration of 5'-nucleotidase activity in inflammatory muscle d…,General pathological conditions,0.6255,EXPERT,normal,"assistant
The model predicted that the patient has a general pathological condition because the key features identified, such as ""disease"" and ""muscular dystrophy,"" indicate a broad, systemic issue affecting the body's tissues and organs. These conditions are part of a broader category known as ""pathological conditions,"" which encompasses a wide range of diseases and disorders that can affect any part of the body. The presence of ""polymiomyositis"" further supports this classification, as it is a specific type of muscle disease that falls under the broader category of myopathies. Together, these features collectively point to a condition that is not localized to a specific organ or system but affects the entire body, fitting the definition of a ""general pathological condition.""",1.0,1.0,18.102615546218516,18.12510504201681,19.032712561301913
Refeeding of infants with acute diarrheal disease. The purpose of this study was…,Digestive system diseases,0.7134,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease because the key features identified were ""diarrhea"" and ""vomiting."" These symptoms are directly related to the gastrointestinal (GI) tract, which is a part of the digestive system. Diarrhea is a symptom characterized by loose, watery stools, often associated with inflammation or infection in the intestines. Vomiting, on the other hand, is a common symptom of gastrointestinal issues, such as gastroenteritis, where the stomach and intestines become inflamed or irritated. Both of these symptoms point to a problem within the digestive tract, indicating that the disease likely affects the gastrointestinal system. Therefore, the model classified the patient's condition as one involving digestive system diseases.",1.0,1.0,24.066050724637677,14.66413043478261,15.903189008614273
HBV-DNA detection by gene amplification in acute hepatitis B. Serum samples from…,Digestive system diseases,0.7323,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease due to the presence of two key features: hepatitis B and hepatitis. Hepatitis B is classified as a liver disease, which falls under the broader category of gastrointestinal system diseases. This classification is supported by the ontology path: ""liver disease → hepatitis → viral hepatitis → hepatitis B."" Hepatitis, on the other hand, is categorized as a gastrointestinal system disorder, specifically a hepatobiliar disease. The influence of these tokens is evident in the model's prediction, as both conditions are directly related to the digestive system and can lead to digestive system diseases, such as liver cirrhosis or hepatitis-related liver failure.",1.0,1.0,11.62726605504588,17.053284403669725,17.80541091248751
Left ventricular diastolic function in patients with left ventricular systolic d…,Cardiovascular diseases,0.9485,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified two key tokens: ""cardiomyopathy"" and ""coronary artery disease"" (CAD). These tokens are part of the broader concept of cardiovascular diseases, which encompasses conditions affecting the heart and blood vessels. The model likely inferred that these conditions are related to the cardiovascular system, which includes the heart, blood vessels, and blood. ""Cardiomyopathies"" refer to diseases of the heart muscle, while ""CAD"" specifically pertains to the narrowing or blockage of the arteries that supply blood to the heart. Together, these conditions fall under the broader category of cardiovascular disease, indicating a high likelihood that the patient has cardiovascular issues.",1.0,1.0,19.30945283018869,15.832716981132076,16.647925096878797
Oxygen uptake and heart rate responses during hypoxic exercise in children and a…,General pathological conditions,0.5042,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Cellular immune response to hepatitis B virus-encoded antigens in acute and chro…,Digestive system diseases,0.7009,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease because the key features identified, such as the liver and specific types of hepatitis (hepatitis E and B), are all directly related to the digestive system. The liver is a crucial organ in the digestive process, processing nutrients and filtering blood. Hepatitis is an inflammation of the liver, which can lead to digestive symptoms like nausea, vomiting, and abdominal pain. Both hepatitis E and hepatitis B are liver diseases that can affect the digestive tract, causing symptoms such as jaundice, fatigue, and changes in bowel habits. Therefore, the combination of these liver-related features strongly indicates the presence of digestive system diseases in the patient.",1.0,1.0,27.21458620689657,15.226965517241378,16.887214914478655
"CV 205-502--effectiveness, tolerability, and safety over 24-month study. Twenty …",General pathological conditions,0.5862,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
The usefulness of simultaneous determinations of glucosaminylation and fucosylat…,Neoplasms,0.7992,EXPERT,normal,"assistant
The model identified carcinoma as an influential token, which is a type of neoplasm. Carcinoma is a cancer that originates in the epithelial cells of the skin or other organs, characterized by uncontrolled cell growth and the potential for metastasis. In the biomedical context, carcinoma falls under the broader category of neoplastic diseases, which are abnormal growths of cells that can spread to other parts of the body. Therefore, the model's prediction of carcinoma as influential indicates that it is a significant factor contributing to the classification of the patient's condition as a neoplasm.",1.0,1.0,19.76243421052635,16.40302631578948,17.971250198000288
Unusual aspects of aortovenous fistulas associated with ruptured abdominal aorti…,Cardiovascular diseases,0.718,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the presence of veins, particularly the iliac veins, which are part of the circulatory system responsible for transporting blood throughout the body. Veins play a crucial role in the cardiovascular system, facilitating the return of deoxygenated blood from the body's tissues back to the heart. The model likely inferred that the patient's condition involves issues related to blood flow or circulation within the veins, leading to the classification of cardiovascular diseases.",1.0,1.0,12.683333333333337,18.115000000000006,17.5058628484301
Treatment of cervical spondylotic myelopathy by enlargement of the spinal canal …,Nervous system diseases,0.6074,EXPERT,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Stroke rehabilitation: Australian patient profile and functional outcome. A pros…,Nervous system diseases,0.5932,EXPERT,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Systemic hypertension in sleep apnea syndrome. Relationship with sleep architect…,Cardiovascular diseases,0.5745,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because hypertension, a condition characterized by high blood pressure in the arteries, is a significant risk factor for cardiovascular diseases. Hypertension can lead to atherosclerosis, narrowing of the arteries due to plaque buildup, which increases the risk of coronary artery disease, heart attack, and stroke. Apnea, a respiratory condition marked by pauses in breathing during sleep, can also contribute to cardiovascular issues by increasing the workload on the heart and lungs. Additionally, the presence of a syndrome, which is a collection of symptoms and signs associated with a particular condition, suggests a systemic issue that may involve multiple organ systems, including the cardiovascular system. Therefore, the combination of hypertension and apnea with a syndrome indicates a high likelihood of cardiovascular diseases as the predicted outcome.",1.0,1.0,5.875587786259558,18.948610687022903,19.48791578843652
Circadian variations in myocardial ischemia. Implications for management. Extend…,Cardiovascular diseases,0.8209,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Characterization of auscultatory gaps with wideband external pulse recording. Th…,Cardiovascular diseases,0.7493,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Infantile form of carnitine palmitoyltransferase II deficiency with hepatomuscul…,Digestive system diseases,0.5239,EXPERT,normal,"assistant
The model predicted a digestive system disease because the key feature identified, ""heart,"" is part of the circulatory system, which is a component of the cardiovascular system. The cardiovascular system plays a crucial role in delivering oxygen and nutrients to the body's organs, including the digestive system. Since the heart is a vital organ in this system, any issue with the heart could potentially affect the functioning of the digestive organs. Therefore, the model likely inferred that a heart-related issue might lead to digestive system problems, leading to the prediction of digestive system diseases.",1.0,1.0,25.99611842105267,15.533552631578953,16.218646115125612
Amyotrophic lateral sclerosis: fasting plasma levels of cysteine and inorganic s…,Nervous system diseases,0.729,EXPERT,normal,"assistant
The model predicted a nervous system disease because the brain, which is a key component of the nervous system, was identified as an influential feature. The brain is an ectodermal-derived structure, which means it originates from the outer layer of cells in the embryo. As an organ, the brain is part of the central nervous system and plays a crucial role in various functions such as sensory processing, motor control, and cognitive processes. Therefore, the presence of the brain in the model's prediction indicates a high likelihood that the disease in question affects or originates from this critical anatomical region.",1.0,1.0,37.97258663366338,14.235717821782178,15.579741850924794
Resection of the primary liver cancer of the hepatic hilus. Primary liver cancer…,Neoplasms,0.7682,EXPERT,normal,"assistant
The model classified the case as 'Neoplasm' because it identified 'cancer' as a key feature. Cancer is a disease characterized by uncontrolled cellular proliferation, which aligns with the concept of a neoplasm. Therefore, the model likely inferred that the patient's condition involves abnormal cellular growth and division, consistent with a neoplastic process. This classification reflects the model's understanding that cancer is a specific type of neoplasia, a broader term encompassing any abnormal growth of cells.",1.0,1.0,22.8026315789474,14.798947368421054,16.218646115125612
Pulmonary resection combined with cardiac operations. Surgical management of pat…,Cardiovascular diseases,0.4145,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Neuro-ophthalmic manifestations of human immunodeficiency virus infection. Both …,Neoplasms,0.5218,EXPERT,normal,"assistant
The model classified the patient's condition as 'Neoplasm' due to the presence of the 'brain' feature. According to the ontology, the brain is an ectodermal-derived structure that forms part of the central nervous system. In the context of oncology, a neoplasm refers to an abnormal growth of cells that can occur anywhere in the body, including the brain. Therefore, the identification of the brain as an influential token in the model's prediction strongly suggests that the patient has a neoplastic process involving the brain, such as a glioma or meningioma.",1.0,1.0,41.504189560439585,13.122060439560439,14.90622815163357
Postlaminectomy ossified extradural pseudocyst. Case report. A large ossified sp…,General pathological conditions,0.6085,EXPERT,normal,"assistant
The model classified the case as ""general pathological conditions"" because the key feature identified, ""meningocele,"" is a type of physical disorder that falls under the broader category of neural tube defects. Meningocele is a congenital malformation of the meninges, the protective covering of the brain and spinal cord. It occurs when part of the spinal cord or meninges protrudes through a defect in the skull or vertebral column. This condition is classified as a general pathological condition because it involves a structural abnormality of the central nervous system that can lead to various neurological and developmental issues if left untreated.",1.0,1.0,25.408230198019822,15.988193069306934,17.410965686947208
Gallstone pancreatitis. Choosing and timing treatment. Patients with gallstone p…,Digestive system diseases,0.8022,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
Angiotensin converting enzyme inhibitors and quality of life. The term quality o…,Cardiovascular diseases,0.9435,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified hypertension as a key feature. Hypertension, which is a condition characterized by high blood pressure, is a significant risk factor for cardiovascular diseases. According to the ontology, hypertension falls under the broader category of vascular diseases, which in turn is part of the cardiovascular system. Therefore, hypertension is a strong indicator of cardiovascular diseases, leading the model to predict this class.",1.0,1.0,7.786785714285742,16.520714285714288,16.827784334635936
Swan-Ganz catheter-induced massive hemoptysis and pulmonary artery false aneurys…,Cardiovascular diseases,0.7713,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the pulmonary artery as a key feature. The pulmonary artery is a branch of the aorta that carries oxygen-poor blood from the heart to the lungs for gas exchange. Hemoptysis, a symptom characterized by the presence of blood in the sputum, is often associated with pulmonary diseases, including pulmonary embolism and pulmonary hypertension. These conditions can lead to the formation of clots in the pulmonary arteries, potentially causing them to rupture and release blood into the airways, resulting in the characteristic symptom of coughing up blood (hemoptysis). Therefore, the model likely inferred that the patient's pulmonary artery was involved in a cardiovascular event, leading to the prediction of cardiovascular diseases.",1.0,1.0,12.056151260504208,17.49031932773109,18.243605946275583
