text,predicted_class,confidence,user_category,ablation_mode,explanation,lime_coverage,ontology_hit_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index
Lower extremity arterial disease in elderly subjects with systolic hypertension.…,Cardiovascular diseases,0.9408,BEGINNER,normal,"assistant
The model predicted that the patient has a cardiovascular disease. This is because the term ""disease"" is one of the key features, and ""cardiovascular disease"" is a type of disease. ""Cardio"" (heart) and ""vascular"" (blood vessels) are part of the term, indicating that the disease affects the heart and blood vessels. ""Disease"" in this context is a broad term for any ailment that impairs the body. So, ""cardi"" + ""vas"" = ""heart + blood vessels"" + disease.",1.0,1.0,59.196783783783815,8.6792972972973,9.888512548439397
Role of surgery in antibiotic-induced pseudomembranous enterocolitis. With the i…,Digestive system diseases,0.7851,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified ""colitis"" and ""peritonitis"" as key features. ""Colitis"" is a type of inflammation in the colon, which is part of the digestive system. ""Peritonitis,"" on the other hand, is an inflammation of the peritoneum, a thin, sac-like tissue that lines the abdomen. Both of these conditions fall under the broader category of ""diseases of the gastrointestinal system."" Thus, the model, based on these features, classified the patient's condition as a ""digestive system disease.""",1.0,1.0,42.339517241379326,11.676459770114942,14.265292616868656
Patient age and results of balloon aortic valvuloplasty: the Mansfield Scientifi…,Cardiovascular diseases,0.87,BEGINNER,normal,"assistant
Based on the model's prediction, it is likely that the patient has a cardiovascular disease, such as heart failure. The key feature, ""heart failure"" (which is part of the ""symptom"" and ""cardiovascular system symptom"" ontologies), is the most influential token. Heart failure is a condition where the heart is not able to pump enough blood to meet the body's needs. This can lead to a variety of symptoms, including shortness of breath, fatigue, and swelling in the legs. These symptoms can be a sign that the heart isn't working as well as it should.",1.0,1.0,60.20473684210528,9.582105263157896,10.793553405168563
How ancient is temporal arteritis? Realism is one of the characteristics of Amar…,Cardiovascular diseases,0.9191,BEGINNER,normal,"assistant
The model predicted that the patient has a cardiovascular disease. The 'eyebrow' (anatomy) is a part of the body, and in the context of cardiovascular diseases, it can be seen as a biomarker. In this case, it's likely that the model used the shape, size, or color of the eyebrow to make its prediction. For example, if the eyebrow is asymmetrical, it could be a sign of atherosclerosis, a type of cardiovascular disease, as it can lead to narrowing of the arteries.",1.0,1.0,46.13278614457832,11.979608433734942,13.427899808715576
The role of elective lymph node dissection in the management of patients with th…,Neoplasms,0.8583,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Systemic chemotherapy for urothelial cancer in patients with ureteric obstructio…,Neoplasms,0.6457,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Central nervous system vasculitis after chickenpox--cause or coincidence? A 7.5 …,Cardiovascular diseases,0.4682,BEGINNER,normal,"assistant
Based on the model's prediction, it is likely that the patient has a cardiovascular disease, such as atherosclerosis or heart disease. The key features ""vasculitis,"" ""chickenpox,"" and ""artery"" are influential. 

- ""Vasculitis"" (disease) is an inflammation of the blood vessels. It's a type of vasculopathy.
- ""Chickenpox"" (viral infectious disease) is caused by the varicella-zoster virus. 
- ""Artery"" (anatomical structure) is part of the circulatory system. 

While ""vessels"" (arteries, veins, capillaries) play a role, ""vessel inflammation"" or ""vascular disease"" (vasculopathy) is a more specific term. ""Vessels,"" ""arteries,"" ""heart,"" ""blood flow,"" """,1.0,1.0,32.23818181818183,11.495454545454546,13.023866798666859
Intraepithelial anchoring fibril components. Cultured human keratinocytes and cu…,Neoplasms,0.8585,BEGINNER,normal,"assistant
The model predicted that the patient has 'Neoplasm' because it identified 'carcinoma' as a key feature. 'Carcinoma' is a type of neoplasm, which is a tumor. In this case, 'cancer' (another term for 'neoplasm') was also identified. So, when the model sees 'carcino' (a part of 'c' + 'ar' + '-oma'), it infers that the tumor is cancerous.",1.0,1.0,45.434407894736836,10.462236842105266,13.023866798666859
The effects of nonthyroid disease and drugs on thyroid function tests. Serious n…,General pathological conditions,0.6815,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Prostatic duct adenocarcinoma. Findings at radical prostatectomy. Previous studi…,Neoplasms,0.8511,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Review of clinical experience with digoxin immune Fab (ovine). Following the dev…,General pathological conditions,0.4776,BEGINNER,normal,"assistant
The model predicted that the patient has a ""General pathological condition"" because it identified ""heart"" (anatomy) and ""hypo-kale-mia"" (disease). ""Heart"" is a part of the body, and ""hypokalemi-a"" (a.k.a. hypokalemic) is a type of ""disease"" (metabolism) that is ""acquired"" (chronic) in nature. Both of these features, when combined, suggest a ""general"" or ""systemic"" condition, such as a heart-related disease or a metabolic disorder.",1.0,1.0,35.935625000000016,12.221875,14.191785591663535
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,BEGINNER,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified the 'liver' as a key feature. The liver is a part of the body's digestive system, so if the liver is involved, it's likely that there's a digestive issue. The 'digestive system' is part of 'anatomy', and 'anatomical structure' is a type of 'structure'. Thus, the liver, being part of both the '消化系统' and '解剖学结构' (anatomy), is a strong indicator of a '消化道疾病' (digestive disease).",1.0,1.0,49.06000000000003,11.385000000000002,13.023866798666859
Surgical prophylaxis of malignant melanoma. A review of a 14-year experience wit…,Neoplasms,0.8733,BEGINNER,normal,"assistant
Melanoma is a type of neoplasm. Neoplasm is a term used in medicine to describe any new growth of tissue. In this case, the model identified 'melanoma' as a key feature, which led to the prediction of 'neoplasm'. Melanoma, being a form of skin cancer, fits the 'neoplastic' category. So, when the model saw 'melano' (a part of the word), it associated it with 'mel' (meaning 'skin') and 'o' (indicating 'new' or 'growth'). This, in turn, led to 'ne' (skin) and 'oplasm' (growth). Thus, 'mel-an-o-ma' (mel-an'o-ma) was recognized, and 'ne-oplasms' (ne-op-la-sms) was predicted.",1.0,1.0,54.60500000000002,8.979057750759878,12.28987398476788
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in…",Neoplasms,0.7611,BEGINNER,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764
Cavernous hemangioma of the spinal cord: report of 2 unusual cases. We present 2…,Neoplasms,0.7727,BEGINNER,normal,"assistant
Based on the model's prediction of 'Neoplasm', we can infer that it is most likely a type of tumor. The term 'neoplasm' is used in medicine to describe any new growth of tissue. In this case, 'hemangioma' and 'spinal cord' are the key features that led to this prediction.

- **'Hemangioma':** This is a benign (non-cancerous) tumor of blood vessels. Hemangiomas can form on any part of the body, including the skin, liver, brain, and spinal cord.
  
  - **Ontology Path:** 
    1. **Disease** → **Diseases of Cellular Proliferation**
    2. **Tumors** → 
      3. **Anatomical Tumors**
      4. **Blood Vessels** →",1.0,1.0,57.67433467741938,8.102889784946239,11.20814326018867
Histochemical demonstration of 5'-nucleotidase activity in inflammatory muscle d…,General pathological conditions,0.6255,BEGINNER,normal,"assistant
The model predicted that the patient has a ""General pathological condition"" because it identified ""disease,"" ""muscular dystrophy,"" and ""polymyositis"" as key features. ""Disease"" is at the top of the hierarchy, encompassing all pathologies. ""Muscular dystrophies"" are a type of disease, and ""PolyMyoSitis"" (a misspelling of ""poly-myo-sitis"") is also a disease. Both ""diseases"" and ""pathological conditions"" fall under ""General"" in the ontology.",1.0,1.0,24.63153225806454,13.674354838709679,15.579741850924794
Refeeding of infants with acute diarrheal disease. The purpose of this study was…,Digestive system diseases,0.7134,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease because it identified ""diarrhea"" and ""vomiting"" as key symptoms. These symptoms are part of the ""disease"" of ""anatomical entity"" (specifically, the ""gastrointestinal system"") and ""symptom"" (of the ""digestive system""). ""Diarrhea,"" a symptom, is a watery, loose, or ""runny"" type of stool. ""Vomiting,"" another symptom, involves the forceful expulsion of stomach contents from the body. Both of these symptoms, when present, suggest that there is an issue with the digestive system, such as an infection, inflammation, or obstruction.",1.0,1.0,33.82642696629213,12.96323595505618,14.554592549557764
HBV-DNA detection by gene amplification in acute hepatitis B. Serum samples from…,Digestive system diseases,0.7323,BEGINNER,normal,"assistant
Hepatitis B and hepatitis are both types of liver inflammation. When the liver is inflamed, it's part of the digestive system. So, even if the inflammation is in the liver, it can still be considered a digestive system disease. Hepatitis B is a viral infection, and hepatitis is an inflammation of the liver. Both of these conditions fall under ""disease"" in the ontology, and ""gastrointestinal system disease"" is a type of ""anatomical entity"" disease.",1.0,1.0,37.07400000000001,11.814666666666671,13.662883650711645
Left ventricular diastolic function in patients with left ventricular systolic d…,Cardiovascular diseases,0.9485,BEGINNER,normal,"assistant
Based on the model's prediction, it is likely that the user has a high risk of developing cardiovascular diseases, such as heart attacks or heart disease. The key features, ""myocardial"" and ""coronary"" infarctions, and ""artery"" disease, are all part of the ""cardiovascular"" system. ""Myocardial,"" ""infarction,"" and ""disease"" are all related to the heart. ""Coronary, "" ""arteries,"" ""and"" ""diseases"" are related to blood vessels and the heart's blood supply. Thus, the user's risk is high due to these heart-related conditions.",1.0,1.0,38.73217721518989,11.782126582278483,14.265292616868656
Oxygen uptake and heart rate responses during hypoxic exercise in children and a…,General pathological conditions,0.5042,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
Cellular immune response to hepatitis B virus-encoded antigens in acute and chro…,Digestive system diseases,0.7009,BEGINNER,normal,"assistant
Hepatitis E and B are liver infections. The liver is a part of the digestive system. When the liver is inflamed (hepatitis), it can lead to digestive issues. So, if the model saw these liver-related conditions, it likely predicted that the patient has a digestive system disease, such as liver disease. This is because the liver, being a key part of digestion, can affect how the body processes food.",1.0,1.0,52.43071428571429,9.424285714285716,11.979248473330827
"CV 205-502--effectiveness, tolerability, and safety over 24-month study. Twenty …",General pathological conditions,0.5862,BEGINNER,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583
The usefulness of simultaneous determinations of glucosaminylation and fucosylat…,Neoplasms,0.7992,BEGINNER,normal,"assistant
The model predicted that the patient has 'Neoplasm' because it identified 'carcinoma' as a key feature. 'Carcinoma' is a type of neoplasm, which is a tumor. In this case, 'cancer' (another term for 'neoplasm') was also identified. So, when the model sees 'carcino' (a part of 'c' + 'ar' + '-oma'), it infers that the tumor is cancerous.",1.0,1.0,45.434407894736836,10.462236842105266,13.023866798666859
Unusual aspects of aortovenous fistulas associated with ruptured abdominal aorti…,Cardiovascular diseases,0.718,BEGINNER,normal,"assistant
Based on the model's prediction, it is most likely that the patient has a cardiovascular disease. The term ""cardiovascular"" refers to the blood vessels, heart, and blood flow. The ""vein"" and ""iliac vein"" (which is a type of vein) are part of the body's circulatory system. Veins, like the iliac veins, carry blood back to the heart. In the context of cardiovascular diseases, these veins play a role in blood flow, and any issues with them, such as blockages or inflammation, can lead to heart-related problems.",1.0,1.0,56.92572413793104,9.641977011494252,11.979248473330827
Treatment of cervical spondylotic myelopathy by enlargement of the spinal canal …,Nervous system diseases,0.6074,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Stroke rehabilitation: Australian patient profile and functional outcome. A pros…,Nervous system diseases,0.5932,BEGINNER,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000005,15.903189008614273
Systemic hypertension in sleep apnea syndrome. Relationship with sleep architect…,Cardiovascular diseases,0.5745,BEGINNER,normal,"assistant
Hypertension and apnea are both symptoms that can lead to cardiovascular diseases. Hypertension, or high blood pressure, can damage the heart and blood vessels. Apnea, or lack of breathing, can also harm the heart. The term ""syndrome"" refers to a set of symptoms that, in this case, are related to these two symptoms. So, when the model sees these symptoms, it infers that there's a risk of a cardiovascular disease.",1.0,1.0,60.16002816901411,8.395887323943661,10.793553405168563
Circadian variations in myocardial ischemia. Implications for management. Extend…,Cardiovascular diseases,0.8209,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Characterization of auscultatory gaps with wideband external pulse recording. Th…,Cardiovascular diseases,0.7493,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Infantile form of carnitine palmitoyltransferase II deficiency with hepatomuscul…,Digestive system diseases,0.5239,BEGINNER,normal,"assistant
The model predicted that the patient has a digestive system disease. This is because the heart, which is a part of the circulatory system, is a key feature. The heart is part of our body's blood flow, and when it's mentioned, it's often a sign of a heart-related issue. In this case, the heart being part of ""anatomy"" and ""anatomical structure"" suggests it's part of how our body works, but it's also a sign that there might be a problem, like a heart disease. So, when the model sees ""heart"" as a feature, it thinks, ""Hmm, there's a heart here, and that's not good. "" That's why it's more likely that the disease is related to the digestive system, like heartburn or ulcers.",1.0,1.0,67.03725609756098,9.001747967479677,10.125756701596842
Amyotrophic lateral sclerosis: fasting plasma levels of cysteine and inorganic s…,Nervous system diseases,0.729,BEGINNER,normal,"assistant
The model predicted that the patient has a nervous system disease because the key feature, ""brain,"" is identified as influential. The brain is a part of the nervous system, and diseases of the brain, such as Alzheimer's, Parkinson's, or stroke, fall under the ""nervous"" or ""system"" category. Thus, the ""brain"" token, which is part of ""anatomy,"" ""material,"" and ""anatomical structure"" in the ontology, led the model to classify this as a ""nerves"" (or ""system"") disease.",1.0,1.0,39.75061403508772,14.00842105263158,15.021129683784007
Resection of the primary liver cancer of the hepatic hilus. Primary liver cancer…,Neoplasms,0.7682,BEGINNER,normal,"assistant
The model predicted that the patient has ""Neoplasm"" because it identified ""cancer"" as a key feature. ""Cancer"" is a type of ""disease"" that causes ""cellular proliferation"" and ""neoplasm"". Thus, ""neoplastic disease"" (which is ""neoplast"" + ""-oma"" = ""tumor"" + ""of"" + ""'s"") is a ""diseased"" ""tissue"" or ""organ"" that has ""abnormal"" ""cell"" ""growth"".",1.0,1.0,41.022333333333364,11.678,13.023866798666859
Pulmonary resection combined with cardiac operations. Surgical management of pat…,Cardiovascular diseases,0.4145,BEGINNER,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.580000000000002,17.122413403193683
Neuro-ophthalmic manifestations of human immunodeficiency virus infection. Both …,Neoplasms,0.5218,BEGINNER,normal,"assistant
Based on the model's prediction of 'Neoplasm', it's likely that the brain was identified as a neoplasm. Neoplasm is a term used in medicine to describe a tumor. The brain, being a part of the body, could be a tumor, or it could be part of a larger tumor. In this case, 'brain' is one of the key features, and it's the brain that's being considered.",1.0,1.0,66.09046641791046,8.202201492537316,11.20814326018867
Postlaminectomy ossified extradural pseudocyst. Case report. A large ossified sp…,General pathological conditions,0.6085,BEGINNER,normal,"assistant
Meningoceles are a type of physical disorder that can occur in the brain. When the model sees the term ""meningocele"" in the data, it infers that there's a problem with the brain's structure. This, in turn, suggests that there could be a general issue with the body's health, leading to the prediction of ""General pathologic conditions."" The term ""general"" in ""general pathologic"" indicates that this is a broad, non-specific condition, not tied to a specific part of the body.",1.0,1.0,54.347500000000025,10.6475,14.554592549557764
Gallstone pancreatitis. Choosing and timing treatment. Patients with gallstone p…,Digestive system diseases,0.8022,BEGINNER,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683
Angiotensin converting enzyme inhibitors and quality of life. The term quality o…,Cardiovascular diseases,0.9435,BEGINNER,normal,"assistant
Hypertension, or high blood pressure, is a key risk factor for cardiovascular diseases. When the heart has to work harder to pump blood through the body, it can lead to atherosclerosis, hardening of the arteries. Over time, this increases the risk of blood clots, heart attacks, and strokes, all of which are part of the cardiovascular system. So, if a patient has hypertension, there's a higher chance they'll develop heart disease, stroke, or other heart-related conditions.",1.0,1.0,49.95858766233769,11.073344155844158,13.427899808715576
Swan-Ganz catheter-induced massive hemoptysis and pulmonary artery false aneurys…,Cardiovascular diseases,0.7713,BEGINNER,normal,"assistant
Based on the model's prediction, it is likely that the patient has a cardiovascular disease. The key features ""pulmonary artery"" and ""hemoptysis"" (coughing up blood from the lungs) are influential in this prediction. 

- ""Pulmonary"" refers to the lungs, and ""artery"" is a type of blood vessel. So, the pulmonary artery is a blood vessel in the lungs. 
- ""Hemoptysis,"" on the other hand, is a symptom where blood is coughed up. 

Together, these features suggest that there may be an issue with the blood flow in or out of the lungs or the airways. This could be a sign of a heart-related problem, such as a heart attack, or a lung-related issue, like a lung infection.",1.0,1.0,60.19775862068968,8.979753694581284,12.031772070788634
