question,answer,FRE,FKGL
Why do DVDs in widescreen format play with black bars on top and bottom on my widescreen TV,"Just because it's ""widescreen"" doesn't mean that it's the same exact aspect ratio as your TV. A movie with black bars on the top and bottom was filmed in an aspect ration that's even wider than your widescreen TV.  Look [here](_URL_1_). Most widescreen TV's are 16:9 (the third from the bottom on that page), and many movies are filmed in 2.39:1 (the one on the very bottom). Clearly, you cannot shrink the bottom one to fit on a 16:9 screen without having bars at the top and bottom with no picture. Well, you can if you can tolerate a distorted, squished picture. Another option is to use [Pan and Scan](_URL_0_), which gets rid of the black bars at the expense of cutting off the sides of the picture.",79.22031250000002,6.752366071428572
How have wolves impacted Yellowstone?,"This is just one example.  More grazing animals means less vegetation for other animals to use as a home or shelter from prey. They also took vegetation away from the river banks causing more erosion. (The roots held the soil in place) The reintroduction of wolves stopped that and kept the grazing animal population in check, allowing the vegetation to grow back.",57.379919354838734,9.106612903225805
Why do professional athletes have a significantly lower pulse than the average person ?,"Because they have increased stroke volume. Their hearts are strengthened so that they are able to move more blood with each pump, so their hearts don't need to pump as many times.",90.13250000000001,4.662500000000001
What is the difference between a CEO and the President of a company?,"""President"" is a term that is often based on the law of the place where the company is created. For example in the United States, most states require that a corporation have a person with the title President. That title carries with it some legal obligations that tie the individual to the actions of the company. Most jurisdictions don't define or require anyone to hold the title ""Chief Executive Officer"".  Depending on the size of the entity, the President and the CEO may be the same person. Large entities may be comprised of several smaller companies, each with a legally required ""President"", who may report to the CEO at the top of the organizational structure. Some companies may separate the two titles for internal organizational reasons, for historical reasons, or because someone thinks it's clever. It is rare for a company to have a CEO who reports to a President. CEO has become the de facto title for ""the highest level of the executive ladder"", but that's arbitrary and fashion could change.",47.748850129198985,11.347054263565894
How do people get infected with plaque?,Plaque isn't just one bactera it is what is known as a biofilm. Layers and layers of diferent bactera and their extracellular matrixs. Pretty much any bactera can eventually form biofilms. Everyone has bactera on and in their bodies called their natural flora. Your natural flora bactera grow into the plaque on your teeth.,64.27300000000002,6.977555555555558
When did we stop having to type in 'www.'? Why did we have to to begin with?,"It's because servers where traditionally named according to the services they provide. So a world wide web server had www., a file transfer protocol server had ftp., et caetera. We stopped having to type it because nowadays, the www._URL_0_ and _URL_0_ URLs both refer to the same server (URL is like a set of coordinates on a map that is given to your web browser to go and find the web site). Some sites don't, and so typing either form might yield different results. Most browsers also add the www. in automatically, to stop any problems that might occur.",74.6380113636364,5.923118686868687
What is the difference between real and imaginary numbers?,"The real numbers are all the numbers you grew up working with - 1,2,3,4, 4.5, 1/3, 1.2345, -27, 3.1415... and so on. When you limit yourself to the real numbers, the square root of -1 is undefined - there's just no possible number it can be. To get around this, mathematicians defined **i** as the square root of -1. Giving you `i * i = -1`. Imaginary numbers are any real number multiplied by **i** : i, 2i, 3i, 4i, 4.5i, i/3, 1.2345\*i, -27i, 3.1415...\*i and so on. Then you also have the *complex numbers* which are made up of *both* real & imaginary parts - things like `(2.5 + 3i)`. Really, anything of the form `(a + bi)` where a & b are real numbers.",85.46428381962865,3.555517241379313
What is my all carbs/protein diet doing for me?,"Weight gain is dependent on calories in and calories burned. It doesn't matter where you're getting those calories from, if you burn them all through activity and lifestyle, then you're not going to put on weight. Olympic Swimmer Michael Phelps ate somewhere around 2000 Calories for breakfast (remember watching a documentary - his breakfast had eggs, bacon, sausages, waffles with syrup, etc). My only concern about your diet would be that your lack of fruits and vegetables could mean you're risking various vitamin deficiencies such as Vitamin C, A, B12, K, etc. Not to mention you might not be getting that much fibre and depending on what exactly it is you eat, your cholesterol level could suffer.",46.1766551724138,12.582137931034485
What prevents DNA from getting tangled?,"Proteins!  There are *many, many* proteins in your body that have a specific job of keeping your DNA tangled/condensed the perfect amount. There are topoisomerases, a family of proteins, that specifically twist/untwist your DNA to introduce/remove ""supercoils"" (like what would happn when you twist an elastic band) to condense it or expand it. There are some proteins like histones to which the DNA will almost always be attached. The histones kind of serve as a backbone for the DNA; a place for the DNA to organize itself.  Of course, this is just the very basic level of proteins. There are many more proteins and ways to organize DNA. It's always proteins!",54.312972972973,9.623114543114543
Why does the tray in a microwave rotate?,Because there are hot and cooler spots due to the way the microwaves reflect around inside the oven. Rotating the food attempts to distribute the heat in the food more evenly.,65.56701612903228,7.964677419354839
"Why when we are sick/have an infection does our body temperature go up, as in a fever?","Many infections grow best at particularly precise temperatures. Your body raises your temperature as a defense mechanism, slowing down the reproduction of the infectious agent and giving your own defenses a chance to 'catch up'. At the same time it enhances the ability of some of your body's defenders to move around more actively in their war.",45.06578947368425,11.693684210526317
How come bluetooth is so much slower than Wi-Fi?,"Bluetooth is designed to be short-range very low-power for small portable equipment. Part of the power-savings of Bluetooth come from diminished bandwidth (just as much as the weaker signal). One could speed up Bluetooth to Wi-Fi speeds, but then it would defeat the purpose of BT's major design feature. If you're looking for something that works like plunging a cable between devices but has Wi-Fi speeds, you might like wireless USB: _URL_0_",65.19000000000001,8.638333333333332
Why is pencil graphite referred to as Lead instead of graphite?,"Before chemistry was really a thing, everyone thought that graphite was a type of lead, probably because it's so soft.",59.63500000000003,9.910000000000004
"If we are 70% H2O, why are we considered Carbon based?",The chemistry that keeps us going is based on carbon-chain molecules.  We do use water for some reactions but most of it is just solvent for molecules to float around and react in.  It's somewhat like why we say tea is a plant-based beverage even though it's mostly water. The interesting part isn't the water.,68.28602272727274,7.15068181818182
how do sinkholes happen,"Student Civil Engineer here. To put it as if you are actually 5. Imagine there is a road, now underneath that road there is soil. Over time water can erode (takes away) bits of soil. Over a period of time there is now no more soil under the road since the water has eroded it and there is just a big hole. Eventually the road cannot support its own weight and collapses into the empty space. This is a sinkhole. The reason why i said over time and over a period of time is because these can happen fast (during floods) or very slowly. A leak in a sewage pipe over years dropping small amounts of water every few minutes can still create a sinkhole. Hope this is helpful.",73.7275465116279,6.180534883720934
How do hair transplants work?,"Hair from the back and side of your own head is used. It's not affected by male pattern baldness. They take individual hairs or groups and place them on your bald areas. To get more complex, this hair is unaffected by DHT which causes MPB hair loss. Older techniques would use awkward looking groups of hair (ie hair plugs) while more modern techniques take smaller follicle groups harvest from a removed strip of scalp or device that takes individual follicle groups directly from the scalp (called Follicular unit extraction, or FUE). [source](_URL_0_)",65.85682608695654,8.644695652173912
How is mass extinction humans fault?,"> Considering most people at that time and prior loved in mud huts HA! Humans had already been farming for 9,500 years, living in cities for most of that, China had been a sprawling empire for 4,500 years, Rome had risen and fallen.  Just because we hadn't built a steam engine yet didn't mean we weren't causing change to the environment on a massive scale, and had been for ages. And one of the biggest ways was with our stomachs - it's likely that human hunting played a major role in the disappearance of all the megafauna species in the new world, starting perhaps 10- to 20,000 years ago.",61.085619158878515,11.384556074766355
"How are branded drinks mass produced? (Gatorade, Monster)","There are huge companies out there that you have probably never heard of that make all different components of food and drinks. This includes flavor companies, food coloring companies, salt... pretty much every component on the back of the can was produced by someone else besides the one actually making the drink. So then gatorade has research facilities, pilot plants(kinda like a small scale plant to do trial runs, experiments on a bigger scale) and full scale industrial plants. The researchers figure out the exact formula they want for a product, it gets scaled up once for the pilot plant so they can figure out how to mass produce it and get the engineering kinks worked out and then it goes to full scale production. At the plant, they have filtered water that mixes with either a concentrated syrup or powder and then its pumped into cans or bottles. Then CO2 can be added and it is sealed and labeled.",60.43625000000003,10.508035714285715
what's an API? (computers),"It's an ""application programming interface"". It's a defined set of methods by which you interface with functions and data of a program from another programmer. E.G. google's API would allow me to submit (programmatically) a string as a search and get back a dataset of results that include descriptive text and url.",57.460897435897465,9.55076923076923
Why do aeroplanes/airplanes have headlights?,"> Why do aeroplanes/airplanes have headlights? Aircraft commonly land at night when it is dark. Being able to see the ground when coming in for a landing is important because they need to touch down at a reasonable speed. So not to put too fine a point on it, they are so the pilots can see when it is dark. You know, like with regular car headlights.",81.91881818181821,5.1125454545454545
How are those huge cranes that work on skyscrapers setup/made taller/moved to really high floors?,"They're modular and self-assembling. The first structural piece under the rotation head, the lifter module, is more complex than the rest; it includes slides and jacks. The complete assembly process involves anchoring the base and setting up the horizontal arm. Once that's ready, the lifter module jacks up the head and the arm, and the crane lifts a structural segment off a truck and into place. Once the new segment is bolted in, the jacks retract and are bolted onto the new top structural segment. This process is repeated until the crane is as tall as it needs to be. Disassembly is the same process in reverse, with a caveat. If there is more than one crane involved, they may build around a crane within the building, so long as at least one crane is outside to lift out the pieces. The last crane, however, always has to have enough clear space to disassemble itself in the same process in reverse that it assembled itself with.",68.34882864792506,8.30815261044177
Why can certain types of batteries be recharged when others cannot?,Non rechargeable batteries are based on an chemical reaction that is not reversible. Edit: electrically reversible that is.,19.100000000000023,12.831111111111113
"when is space where there is nothing but emptiness, what do rocket engines thrust against that make them move forward?","The rocket engines push against the exhaust that is being expelled. For every action, there is an equal and opposite reaction. It's exactly the same as if you were wearing ice skates (standing on ice, obviously) and holding a bowling ball. If you throw the ball forward, you'll slide backwards. This is not because the bowling ball is pushing against the air. It's because when you push the bowling ball forward, you're also pushing yourself backward. With a rocket, the exhaust from the engines is the bowling ball.",71.02045454545457,6.476493506493508
How carbon dating works,"Assume carbon ratios in living organisms within an environment are constant (perhaps it may vary for terrestrial vs. marine). The ratio only remains constant for that orgnanism while the organism is alive (just assume this is due to respiration). Any change in the ""known constant"" and the currently measured value yields a number of years since the organism died.",40.61570621468928,12.480000000000004
How is it possible to program a computer? How can a clunk of metal understand lines of code?,Computers run off of binary code which is basically a bunch of 0's and 1's. So when you write a program in any programming language or in terminal/command prompt you are really just typing in a bunch of 0's and 1's that the computer can easily read.,60.58250000000001,10.647340425531919
How are people colourblind?,"Inside your eye are 3 different kinds of cells for detecting colors, one can see red, one can see green, and one can see blue. In colorblind individuals, one of those is either missing or not functioning properly, and so the number of combinations of colors you can distinguish is drastically lowered. You can still tell most colors apart because even if you may not see green properly, you'll detect the varying shades of red and blue in that color but you're missing some of the information.",51.95862068965518,13.216551724137933
How are wells built?,"Wells are not technically built, they are drilled.  In reference to a water well, a company will do some research to see if they can drill a well in the desired area. This all depends on location, ground type, and various other things. If a well is drillable they will bring out a truck, that is basically a small oil derrick, and begin drilling the well. Depending on you location and ground type the depth of the well will vary.  Some places have underground ""rivers"" and can be relatively shallow wells, on the other had, some need to be deeper so that more water will seep into the vacant area that is created by the drilling.  Once the well is drilled you can begin getting water from it using a bucket or a pump.  This is all i know. I hope this answers your question. Resource: had a well drilled on old property. Please correct me if I'm wrong.",76.17118353344772,6.225889079473983
How do food companies determine the expiration date for a product?,"It is calculated by measuring the rates of breakdown under less than ideal storage conditions. With ice cream, the limiting factor is likely to be the time it takes for ice crystals to grow, as well as the oxidation of some fats, degrading the taste and texture of the product. Because of this, it is likely to be called a 'Best Before' than an 'Expiry' date. All of this is very complex, but is reduced to a certain number of days, from which is subtracted a safety margin, again carefully calculated. This is added to the date of production to give an expiry date.  If it has been in your properly functioning freezer, and is a few days over, then chow down and enjoy.",63.73413978494625,9.503870967741936
What are the differences between the North and the South Pole?,"The North Pole is in the middle of the water, usually covered by ice (less so nowadays because of climate change), and has polar bears, but no penguins. The South Pole is on land (Antarctica) and has penguins, but no polar bears.  Also, the North Pole is in the Northern Hemisphere and the South Pole is in the Southern Hemisphere.",68.09500000000004,8.73
Why do the body-cells age?,"A few reasons. The most straightforward is that every time a cell copies it's DNA, it uses up a piece of the tail at the end of the DNA called the *telomere*.  When a cell is out of telomere, fragments of the DNA itself start getting used and the cell goes into *telomere panic*. Each copy does damage to the DNA after that.",67.30589285714287,7.784246031746033
"What's the difference between tornadoes, hurricanes, cyclones, typhoons etc?","All are spinning masses of air. Tornadoes are much smaller than the others being only a matter of yards across. A cyclone is air spinning around a low pressure system and can be used regardless of the size. Cyclone is also used for a violent tropical storm, especially one originating in the southwestern Pacific Ocean or Indian Ocean. Hurricanes and typhoons are the same thing. If it's in the Atlantic it's called a hurricane and if it's in the Pacific around south East Asia china and Japan it's called a typhoon.   Hurricane can also be used for any wind with a speed over 73mph.",61.601153846153835,8.35813186813187
"Why is the measurement of time (seconds, minutes, hours) based around the number 60? Why not a more common base, like 10 or 100?","60 is divisible by 2, 3, 4, 5, 6, 10, 12, 15, 20, and 30. Lots of options for splitting time into neat segments. You can divide 60 into halves, thirds, quarters, fifths, sixths, tenths, twelfths, fifteenths, twentieths, and thirtieths. 10 is only divisible by 2 and 5. So you can only divide it neatly into halves and fifths. It's just not as flexible. Edit: I'm a political junkie, so I comment on a lot of threads featuring hot-button issues. But according to my inbox, this is the most incendiary comment I've ever made.",69.80875,6.441436170212768
How does an electron microscope work and can it be used on living tissue?,"An electron microscope works by passing electrons across the object that it's scanning. Basically, the object is coated with a heavy metal, and the electrons that bounce off get recorded, and it gets put into a computerized image that gets manually colored for effect. Electron microscopes require the object to be placed in a vaccuum, so no, it cannot be used on living objects. Source: Bio student",49.67554104477614,10.491753731343284
How do the mammals of the ocean hydrate themselves.,They have awesome kidneys.  The kidneys are able to filter the water to hydrate the body and remove the salt. Human kidneys are not so awesome.,74.39217948717952,5.036153846153844
What is being 'calculated' by supercomputers?,"I work at a research university, and system administration of our supercomputers falls under my team's responsibilities. What ours supercomputer do is simulation. They simulate things like chemicals interactions, nuclear reactions, electronic systems, and many other things. In many areas of research, it is a lot cheaper to develop models that can be simulated in supercomputers to test ideas, instead of experimenting with real world systems. Our research groups use their models on our supercomputers to research solar energy, advanced films, water treatment, artificial intelligence, medical imaging, and a lot more. All of this requires a lot of processing power because 1, these are complex models involving the interactions between multiple dimensions of variables; 2, because being able to perform calculations faster means either getting results sooner, or being able to simulate systems in more detail, with better results.",16.555365707434078,16.705431654676264
"How does a boat motor work, and how does a small propeller move such a large object?","The small propeller moves a small stream of water, just as wide as the propeller, at a speed that's much faster than the boat moves. This stream of water has more mass than you'd think, because water is quite heavy, and it has a momentum (m • v). All this momentum goes into the boat, because momentum is conserved (the old physics rule ""Every action has an equal and opposite reaction"") so since the boat has a larger mass it gets a smaller increase in velocity. It's surprisingly effective because well designed boats experience very little water friction, that's how you can paddle a canoe that floats your weight, plus the canoe, plus your stuff.",55.46013157894737,12.603947368421057
How does bioluminescence work?,"Chemical reactions but instead of releasing (like most of them) heat as energy, or even electricity they release photons aka light",32.43428571428572,13.952380952380953
How is the 3D effect created in movies?,"You need a second camera that is filming from a slightly different perspective, just like humans can see in three dimensions because they have two eyes set slightly apart. (In computer animation you can arbitrarily create a second perspective on a scene, so it's easier but it still requires extra rendering to produce the film.) You play back footage from both perspectives at the same time, but the viewer wears polarized lenses which filter the image so that the left eye sees one thing and the right eye another. You may recall older 3D using colored lenses for the same purpose. You can also process a standard film to give it computer-generated 3D effects. This is a lot cheaper than filming a real 3D movie, but the result tends to be ugly.",56.32318181818184,10.86878787878788
How do carnivores like Tigers and Lions get enough nutrient balance by only eating meat?,"One, By eating things like blood, skin, organs, bones, etc. Obviously that animal they ate *contains all vitamins and minerals required for that prey animal to live* so consuming all, or most, of a prey animal will include a wider variety of vitamins and nutrients.  Humans can do this too, for example fish liver oil, whale blubber etc,. Whale blubber contains high amounts of vitamin C. Two, Different animals have different dietary needs. We primates require Vitamin C in our diets but we can manufacture other vitamins , many other mammals, including cats and dogs, *can actually synthesize their own vitamin C* so it isn't a dietary requirement.  Cats require vitamin A from animal sources, they cannot process carotenoids(from plants) into vitamin A. Dogs, and us, can eat a carrot and make vitamin A. Different animals have different needs and different capabilities to manufacture vitamins or to dietary input into essential compounds.",34.612178072111874,12.599690949227373
